공장명,브랜드,모델명,모델 구분,트림명,차량구분,연료구분,차량형태,전장,전폭,전고,CO2배출량,배기량,공차중량,연비,부품명,재고량,생산상태,차종,차종트림
브라질공장,현대,투싼,1.6T가솔린2WD,NLinePremium,중형,가솔린,SUV,4630,1865,1665,144,1730,1998,12,타이어,68,생산중,투싼 NLinePremium,투싼 NLinePremium
브라질공장,현대,투싼,1.6T가솔린2WD,NLinePremium,중형,가솔린,SUV,4630,1865,1665,144,1730,1998,12,헤드램프,234,생산중,투싼 NLinePremium,투싼 NLinePremium
싱가포르공장,현대,투싼,1.6T가솔린2WD,NLinePremium,중형,가솔린,SUV,4630,1865,1665,144,1730,1998,12,ABS 모듈,212,생산중,투싼 NLinePremium,투싼 NLinePremium
인도공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,모터,198,생산중,투싼 Inspiration,투싼 Inspiration
중국공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,변속기,215,생산중,투싼 Inspiration,투싼 Inspiration
중국공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,인포테인먼트,141,생산중,투싼 Inspiration,투싼 Inspiration
울산공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,타이어,73,생산중,투싼 Inspiration,투싼 Inspiration
전주공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,헤드램프,153,생산중,투싼 Inspiration,투싼 Inspiration
인도네시아공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,배터리,161,생산중,투싼 Inspiration,투싼 Inspiration
인도공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,에어컨 컴프레서,227,생산중,투싼 Inspiration,투싼 Inspiration
체코공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,인포테인먼트,149,생산중,투싼 Inspiration,투싼 Inspiration
중국공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,타이어,163,생산중,투싼 Inspiration,투싼 Inspiration
앨라배마공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,헤드램프,209,생산중,투싼 Inspiration,투싼 Inspiration
중국공장,현대,투싼,1.6T가솔린2WD,Inspiration,중형,가솔린,SUV,4630,1865,1665,144,1555,1598,12,ABS 모듈,160,생산중,투싼 Inspiration,투싼 Inspiration
인도네시아공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,모터,281,생산중,투싼 NLineInspiration,투싼 NLineInspiration
전주공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,변속기,178,생산중,투싼 NLineInspiration,투싼 NLineInspiration
싱가포르공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,인포테인먼트,268,생산중,투싼 NLineInspiration,투싼 NLineInspiration
중국공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,타이어,99,생산중,투싼 NLineInspiration,투싼 NLineInspiration
싱가포르공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,헤드램프,179,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,배터리,246,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,에어컨 컴프레서,147,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,인포테인먼트,238,생산중,투싼 NLineInspiration,투싼 NLineInspiration
앨라배마공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,타이어,259,생산중,투싼 NLineInspiration,투싼 NLineInspiration
아산공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,헤드램프,73,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T가솔린2WD,NLineInspiration,중형,가솔린,SUV,4630,1865,1665,95,1730,1998,12,ABS 모듈,293,생산중,투싼 NLineInspiration,투싼 NLineInspiration
인도공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,모터,100,생산중,투싼 Modern,투싼 Modern
튀르키예공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,변속기,117,생산중,투싼 Modern,투싼 Modern
브라질공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,인포테인먼트,163,생산중,투싼 Modern,투싼 Modern
인도네시아공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,타이어,162,생산중,투싼 Modern,투싼 Modern
인도공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,헤드램프,133,생산중,투싼 Modern,투싼 Modern
튀르키예공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,배터리,221,생산중,투싼 Modern,투싼 Modern
앨라배마공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,에어컨 컴프레서,246,생산중,투싼 Modern,투싼 Modern
인도네시아공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,인포테인먼트,103,생산중,투싼 Modern,투싼 Modern
싱가포르공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,타이어,279,생산중,투싼 Modern,투싼 Modern
인도공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,헤드램프,112,생산중,투싼 Modern,투싼 Modern
체코공장,현대,투싼,1.6T하이브리드2WD,Modern,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,17,ABS 모듈,95,생산중,투싼 Modern,투싼 Modern
인도네시아공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,모터,103,생산중,투싼 Premium,투싼 Premium
체코공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,변속기,79,생산중,투싼 Premium,투싼 Premium
인도네시아공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,인포테인먼트,213,생산중,투싼 Premium,투싼 Premium
중국공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,타이어,260,생산중,투싼 Premium,투싼 Premium
튀르키예공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,헤드램프,252,생산중,투싼 Premium,투싼 Premium
인도공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,배터리,159,생산중,투싼 Premium,투싼 Premium
튀르키예공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,에어컨 컴프레서,163,생산중,투싼 Premium,투싼 Premium
전주공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,인포테인먼트,263,생산중,투싼 Premium,투싼 Premium
전주공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,타이어,189,생산중,투싼 Premium,투싼 Premium
체코공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,헤드램프,221,생산중,투싼 Premium,투싼 Premium
브라질공장,현대,투싼,1.6T하이브리드2WD,Premium,중형,하이브리드,SUV,4630,1865,1665,95,1555,1598,16,ABS 모듈,272,생산중,투싼 Premium,투싼 Premium
인도공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,모터,91,생산중,투싼 NLinePremium,투싼 NLinePremium
앨라배마공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,변속기,99,생산중,투싼 NLinePremium,투싼 NLinePremium
싱가포르공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,인포테인먼트,139,생산중,투싼 NLinePremium,투싼 NLinePremium
싱가포르공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,타이어,135,생산중,투싼 NLinePremium,투싼 NLinePremium
중국공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,헤드램프,75,생산중,투싼 NLinePremium,투싼 NLinePremium
인도네시아공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,배터리,113,생산중,투싼 NLinePremium,투싼 NLinePremium
앨라배마공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,에어컨 컴프레서,190,생산중,투싼 NLinePremium,투싼 NLinePremium
전주공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,인포테인먼트,155,생산중,투싼 NLinePremium,투싼 NLinePremium
앨라배마공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,타이어,104,생산중,투싼 NLinePremium,투싼 NLinePremium
아산공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,헤드램프,129,생산중,투싼 NLinePremium,투싼 NLinePremium
중국공장,현대,투싼,1.6T하이브리드2WD,NLinePremium,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,ABS 모듈,54,생산중,투싼 NLinePremium,투싼 NLinePremium
싱가포르공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,모터,294,생산중,투싼 Inspiration,투싼 Inspiration
튀르키예공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,변속기,260,생산중,투싼 Inspiration,투싼 Inspiration
인도공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,인포테인먼트,227,생산중,투싼 Inspiration,투싼 Inspiration
전주공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,타이어,255,생산중,투싼 Inspiration,투싼 Inspiration
싱가포르공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,헤드램프,232,생산중,투싼 Inspiration,투싼 Inspiration
체코공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,배터리,104,생산중,투싼 Inspiration,투싼 Inspiration
아산공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,에어컨 컴프레서,159,생산중,투싼 Inspiration,투싼 Inspiration
전주공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,인포테인먼트,226,생산중,투싼 Inspiration,투싼 Inspiration
체코공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,타이어,165,생산중,투싼 Inspiration,투싼 Inspiration
인도네시아공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,헤드램프,102,생산중,투싼 Inspiration,투싼 Inspiration
튀르키예공장,현대,투싼,1.6T하이브리드2WD,Inspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,ABS 모듈,53,생산중,투싼 Inspiration,투싼 Inspiration
중국공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,모터,128,생산중,투싼 NLineInspiration,투싼 NLineInspiration
중국공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,변속기,63,생산중,투싼 NLineInspiration,투싼 NLineInspiration
앨라배마공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,인포테인먼트,112,생산중,투싼 NLineInspiration,투싼 NLineInspiration
중국공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,타이어,60,생산중,투싼 NLineInspiration,투싼 NLineInspiration
전주공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,헤드램프,119,생산중,투싼 NLineInspiration,투싼 NLineInspiration
튀르키예공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,배터리,185,생산중,투싼 NLineInspiration,투싼 NLineInspiration
전주공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,에어컨 컴프레서,181,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,인포테인먼트,229,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,타이어,141,생산중,투싼 NLineInspiration,투싼 NLineInspiration
체코공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,헤드램프,262,생산중,투싼 NLineInspiration,투싼 NLineInspiration
브라질공장,현대,투싼,1.6T하이브리드2WD,NLineInspiration,중형,하이브리드,SUV,4630,1865,1665,95,1730,1998,16,ABS 모듈,86,생산중,투싼 NLineInspiration,투싼 NLineInspiration
전주공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,모터,272,생산중,쏘나타 Premium,쏘나타 Premium
중국공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,변속기,99,생산중,쏘나타 Premium,쏘나타 Premium
튀르키예공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,인포테인먼트,107,생산중,쏘나타 Premium,쏘나타 Premium
인도공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,타이어,142,생산중,쏘나타 Premium,쏘나타 Premium
아산공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,헤드램프,123,생산중,쏘나타 Premium,쏘나타 Premium
체코공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,배터리,287,생산중,쏘나타 Premium,쏘나타 Premium
튀르키예공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,에어컨 컴프레서,298,생산중,쏘나타 Premium,쏘나타 Premium
싱가포르공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,인포테인먼트,258,생산중,쏘나타 Premium,쏘나타 Premium
체코공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,타이어,262,생산중,쏘나타 Premium,쏘나타 Premium
중국공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,헤드램프,269,생산중,쏘나타 Premium,쏘나타 Premium
튀르키예공장,현대,쏘나타,스마트스트림가솔린2.0,Premium,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,ABS 모듈,240,생산중,쏘나타 Premium,쏘나타 Premium
중국공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,모터,110,생산중,쏘나타 Exclusive,쏘나타 Exclusive
튀르키예공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,변속기,101,생산중,쏘나타 Exclusive,쏘나타 Exclusive
브라질공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,인포테인먼트,152,생산중,쏘나타 Exclusive,쏘나타 Exclusive
인도네시아공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,타이어,258,생산중,쏘나타 Exclusive,쏘나타 Exclusive
전주공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,헤드램프,263,생산중,쏘나타 Exclusive,쏘나타 Exclusive
체코공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,배터리,55,생산중,쏘나타 Exclusive,쏘나타 Exclusive
아산공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,에어컨 컴프레서,253,생산중,쏘나타 Exclusive,쏘나타 Exclusive
싱가포르공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,인포테인먼트,149,생산중,쏘나타 Exclusive,쏘나타 Exclusive
체코공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,타이어,216,생산중,쏘나타 Exclusive,쏘나타 Exclusive
싱가포르공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,헤드램프,58,생산중,쏘나타 Exclusive,쏘나타 Exclusive
튀르키예공장,현대,쏘나타,스마트스트림가솔린2.0,Exclusive,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,ABS 모듈,183,생산중,쏘나타 Exclusive,쏘나타 Exclusive
체코공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,모터,156,생산중,쏘나타 Inspiration,쏘나타 Inspiration
전주공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,변속기,264,생산중,쏘나타 Inspiration,쏘나타 Inspiration
앨라배마공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,인포테인먼트,207,생산중,쏘나타 Inspiration,쏘나타 Inspiration
앨라배마공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,타이어,191,생산중,쏘나타 Inspiration,쏘나타 Inspiration
인도네시아공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,헤드램프,64,생산중,쏘나타 Inspiration,쏘나타 Inspiration
인도네시아공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,배터리,200,생산중,쏘나타 Inspiration,쏘나타 Inspiration
싱가포르공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,에어컨 컴프레서,262,생산중,쏘나타 Inspiration,쏘나타 Inspiration
울산공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,인포테인먼트,134,생산중,쏘나타 Inspiration,쏘나타 Inspiration
브라질공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,타이어,155,생산중,쏘나타 Inspiration,쏘나타 Inspiration
중국공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,헤드램프,234,생산중,쏘나타 Inspiration,쏘나타 Inspiration
브라질공장,현대,쏘나타,스마트스트림가솔린2.0,Inspiration,준중형,가솔린,세단,4900,1860,1445,132,1999,1475,13,ABS 모듈,86,생산중,쏘나타 Inspiration,쏘나타 Inspiration
전주공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,모터,221,생산중,쏘나타 Premium,쏘나타 Premium
튀르키예공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,변속기,117,생산중,쏘나타 Premium,쏘나타 Premium
체코공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,인포테인먼트,260,생산중,쏘나타 Premium,쏘나타 Premium
앨라배마공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,타이어,103,생산중,쏘나타 Premium,쏘나타 Premium
아산공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,헤드램프,109,생산중,쏘나타 Premium,쏘나타 Premium
울산공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,배터리,114,생산중,쏘나타 Premium,쏘나타 Premium
튀르키예공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,에어컨 컴프레서,191,생산중,쏘나타 Premium,쏘나타 Premium
인도공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,인포테인먼트,100,생산중,쏘나타 Premium,쏘나타 Premium
전주공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,타이어,113,생산중,쏘나타 Premium,쏘나타 Premium
중국공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,헤드램프,122,생산중,쏘나타 Premium,쏘나타 Premium
앨라배마공장,현대,쏘나타,스마트스트림가솔린1.6터보,Premium,준중형,가솔린,세단,4900,1860,1445,123,1598,1490,14,ABS 모듈,182,생산중,쏘나타 Premium,쏘나타 Premium
체코공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,모터,52,생산중,쏘나타 Premium,쏘나타 Premium
앨라배마공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,변속기,64,생산중,쏘나타 Premium,쏘나타 Premium
인도공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,인포테인먼트,219,생산중,쏘나타 Premium,쏘나타 Premium
전주공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,타이어,200,생산중,쏘나타 Premium,쏘나타 Premium
싱가포르공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,헤드램프,229,생산중,쏘나타 Premium,쏘나타 Premium
브라질공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,배터리,56,생산중,쏘나타 Premium,쏘나타 Premium
브라질공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,에어컨 컴프레서,186,생산중,쏘나타 Premium,쏘나타 Premium
인도공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,인포테인먼트,75,생산중,쏘나타 Premium,쏘나타 Premium
전주공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,타이어,68,생산중,쏘나타 Premium,쏘나타 Premium
아산공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,헤드램프,98,생산중,쏘나타 Premium,쏘나타 Premium
브라질공장,현대,쏘나타,스마트스트림LPG2.0,Premium,준중형,LPG,세단,4900,1860,1445,134,1999,1490,10,ABS 모듈,278,생산중,쏘나타 Premium,쏘나타 Premium
인도네시아공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,모터,228,생산중,쏘나타 Premium,쏘나타 Premium
울산공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,변속기,178,생산중,쏘나타 Premium,쏘나타 Premium
울산공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,인포테인먼트,57,생산중,쏘나타 Premium,쏘나타 Premium
전주공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,타이어,158,생산중,쏘나타 Premium,쏘나타 Premium
튀르키예공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,헤드램프,155,생산중,쏘나타 Premium,쏘나타 Premium
아산공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,배터리,75,생산중,쏘나타 Premium,쏘나타 Premium
전주공장,현대,쏘나타,스마트스트림가솔린2.0하이브리드,Premium,준중형,하이브리드,세단,4900,1860,1445,134,1999,1490,19,에어컨 컴프레서,114,생산중,쏘나타 Premium,쏘나타 Premium
